id	population	species	state	country	sex	longitude	latitude	read_1	read_2
arenas-22-014	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-014/arenas-22-014_0aded73f-084c-439f-84ba-fb346677f7b2_R1.fastq.gz	arenas-22-014/arenas-22-014_0aded73f-084c-439f-84ba-fb346677f7b2_R2.fastq.gz
arenas-22-015	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-015/arenas-22-015_a739a1fe-0a3b-46c9-9760-f00fe2f62428_R1.fastq.gz	arenas-22-015/arenas-22-015_a739a1fe-0a3b-46c9-9760-f00fe2f62428_R2.fastq.gz
arenas-22-016	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-016/arenas-22-016_b1af4b3e-ad76-4110-9090-66b52091218c_R1.fastq.gz	arenas-22-016/arenas-22-016_b1af4b3e-ad76-4110-9090-66b52091218c_R2.fastq.gz
arenas-22-017	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-017/arenas-22-017_12736022-f163-40b7-abdc-93f20ad1f98d_R1.fastq.gz	arenas-22-017/arenas-22-017_12736022-f163-40b7-abdc-93f20ad1f98d_R2.fastq.gz
arenas-22-018	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-018/arenas-22-018_8a555b3e-4bb5-4412-80cc-d0f1867770b2_R1.fastq.gz	arenas-22-018/arenas-22-018_8a555b3e-4bb5-4412-80cc-d0f1867770b2_R2.fastq.gz
arenas-22-019	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-019/arenas-22-019_1a04dfa9-698c-43ef-ad34-326121441755_R1.fastq.gz	arenas-22-019/arenas-22-019_1a04dfa9-698c-43ef-ad34-326121441755_R2.fastq.gz
arenas-22-020	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-020/arenas-22-020_0709e25f-42c9-4ae6-ae63-e174a198a6d7_R1.fastq.gz	arenas-22-020/arenas-22-020_0709e25f-42c9-4ae6-ae63-e174a198a6d7_R2.fastq.gz
arenas-22-021	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-021/arenas-22-021_ff79b231-209b-4777-b723-daba538a0859_R1.fastq.gz	arenas-22-021/arenas-22-021_ff79b231-209b-4777-b723-daba538a0859_R2.fastq.gz
arenas-22-022	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-022/arenas-22-022_a73ddc25-d98d-42bc-808b-4ae011b6136d_R1.fastq.gz	arenas-22-022/arenas-22-022_a73ddc25-d98d-42bc-808b-4ae011b6136d_R2.fastq.gz
arenas-22-023	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-023/arenas-22-023_32fd9bd7-babb-46fd-a31e-0776dff1adb5_R1.fastq.gz	arenas-22-023/arenas-22-023_32fd9bd7-babb-46fd-a31e-0776dff1adb5_R2.fastq.gz
arenas-22-024	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-024/arenas-22-024_88144a76-eaaa-443a-a706-c88a0231e26c_R1.fastq.gz	arenas-22-024/arenas-22-024_88144a76-eaaa-443a-a706-c88a0231e26c_R2.fastq.gz
arenas-22-025	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-025/arenas-22-025_60ac78cd-8198-474b-8a5f-aafc8ef6ef84_R1.fastq.gz	arenas-22-025/arenas-22-025_60ac78cd-8198-474b-8a5f-aafc8ef6ef84_R2.fastq.gz
arenas-22-026	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-026/arenas-22-026_07b1c623-147f-4fbf-b0f0-bb02e2c5ec21_R1.fastq.gz	arenas-22-026/arenas-22-026_07b1c623-147f-4fbf-b0f0-bb02e2c5ec21_R2.fastq.gz
arenas-22-027	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-027/arenas-22-027_d84411d6-7fff-41c3-976d-31c6f1de3d3e_R1.fastq.gz	arenas-22-027/arenas-22-027_d84411d6-7fff-41c3-976d-31c6f1de3d3e_R2.fastq.gz
arenas-22-028	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-028/arenas-22-028_5a566328-98db-4154-ac9b-5822e9140a60_R1.fastq.gz	arenas-22-028/arenas-22-028_5a566328-98db-4154-ac9b-5822e9140a60_R2.fastq.gz
arenas-22-029	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-029/arenas-22-029_5cb46dd3-0292-4a02-9a85-3910479b99df_R1.fastq.gz	arenas-22-029/arenas-22-029_5cb46dd3-0292-4a02-9a85-3910479b99df_R2.fastq.gz
arenas-22-030	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-030/arenas-22-030_5f9bfb81-38c9-427e-9bae-07b8be504e85_R1.fastq.gz	arenas-22-030/arenas-22-030_5f9bfb81-38c9-427e-9bae-07b8be504e85_R2.fastq.gz
arenas-22-031	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-031/arenas-22-031_44268fbc-0dcd-4864-86b2-e290e9684f86_R1.fastq.gz	arenas-22-031/arenas-22-031_44268fbc-0dcd-4864-86b2-e290e9684f86_R2.fastq.gz
arenas-22-032	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-032/arenas-22-032_233b91b4-14b3-4d69-b408-02d867956bd8_R1.fastq.gz	arenas-22-032/arenas-22-032_233b91b4-14b3-4d69-b408-02d867956bd8_R2.fastq.gz
arenas-22-033	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-033/arenas-22-033_1a0b3463-e80f-4ccb-9d60-9cd6c5e7de3d_R1.fastq.gz	arenas-22-033/arenas-22-033_1a0b3463-e80f-4ccb-9d60-9cd6c5e7de3d_R2.fastq.gz
arenas-22-034	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-034/arenas-22-034_837bec6f-4eb4-42bb-84ea-cc6db7714a43_R1.fastq.gz	arenas-22-034/arenas-22-034_837bec6f-4eb4-42bb-84ea-cc6db7714a43_R2.fastq.gz
arenas-22-035	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-035/arenas-22-035_6768cc90-fec9-41a6-8708-a840634c486a_R1.fastq.gz	arenas-22-035/arenas-22-035_6768cc90-fec9-41a6-8708-a840634c486a_R2.fastq.gz
arenas-22-036	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-036/arenas-22-036_d8cb1202-d322-4041-8a2d-61daac695bcd_R1.fastq.gz	arenas-22-036/arenas-22-036_d8cb1202-d322-4041-8a2d-61daac695bcd_R2.fastq.gz
arenas-22-037	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-037/arenas-22-037_8f1221ac-4acd-4df2-b2fa-2a81faaf0751_R1.fastq.gz	arenas-22-037/arenas-22-037_8f1221ac-4acd-4df2-b2fa-2a81faaf0751_R2.fastq.gz
arenas-22-038	arenas	Distichlis_palmeri	SON	MX	male	-112.19067	29.15543	arenas-22-038/arenas-22-038_bbfe3ed5-8a44-4ec0-ba83-8083bb645534_R1.fastq.gz	arenas-22-038/arenas-22-038_bbfe3ed5-8a44-4ec0-ba83-8083bb645534_R2.fastq.gz
barco-22-001	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-001/barco-22-001_85d2401f-802b-4d11-ae57-5b99dd288b1d_R1.fastq.gz	barco-22-001/barco-22-001_85d2401f-802b-4d11-ae57-5b99dd288b1d_R2.fastq.gz
barco-22-002	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-002/barco-22-002_8721df9f-68a1-474c-8d4d-d8d79a6e844f_R1.fastq.gz	barco-22-002/barco-22-002_8721df9f-68a1-474c-8d4d-d8d79a6e844f_R2.fastq.gz
barco-22-003	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-003/barco-22-003_9efceda8-e790-4f39-9e26-c3d71a9a3283_R1.fastq.gz	barco-22-003/barco-22-003_9efceda8-e790-4f39-9e26-c3d71a9a3283_R2.fastq.gz
barco-22-004	barco	Distichlis_palmeri	SON	MX	unknown	-113.4462558	31.2928776	barco-22-004/barco-22-004_caaf12a1-efb8-4b1d-858f-c0b5d81bbd89_R1.fastq.gz	barco-22-004/barco-22-004_caaf12a1-efb8-4b1d-858f-c0b5d81bbd89_R2.fastq.gz
barco-22-005	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-005/barco-22-005_d5511e2d-6ff5-4dfc-8427-3dca4fe1c2c0_R1.fastq.gz	barco-22-005/barco-22-005_d5511e2d-6ff5-4dfc-8427-3dca4fe1c2c0_R2.fastq.gz
barco-22-006	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-006/barco-22-006_271d1ed7-382d-4670-8c31-158eef7d712c_R1.fastq.gz	barco-22-006/barco-22-006_271d1ed7-382d-4670-8c31-158eef7d712c_R2.fastq.gz
barco-22-007	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-007/barco-22-007_85e2eeea-cb80-405b-8ee9-5ff57894e5f8_R1.fastq.gz	barco-22-007/barco-22-007_85e2eeea-cb80-405b-8ee9-5ff57894e5f8_R2.fastq.gz
barco-22-008	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-008/barco-22-008_d5cf76f2-2077-42f8-8d43-df330f42ae7f_R1.fastq.gz	barco-22-008/barco-22-008_d5cf76f2-2077-42f8-8d43-df330f42ae7f_R2.fastq.gz
barco-22-009	barco	Distichlis_palmeri	SON	MX	unknown	-113.4462558	31.2928776	barco-22-009/barco-22-009_12fe3d23-1c0a-402c-89c7-bb2156bd2a96_R1.fastq.gz	barco-22-009/barco-22-009_12fe3d23-1c0a-402c-89c7-bb2156bd2a96_R2.fastq.gz
barco-22-010	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-010/barco-22-010_07f9c418-15ce-4dcf-beb0-05fb45df998d_R1.fastq.gz	barco-22-010/barco-22-010_07f9c418-15ce-4dcf-beb0-05fb45df998d_R2.fastq.gz
barco-22-011	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-011/barco-22-011_8075f6e9-7427-4080-b836-f4f7dddc6d34_R1.fastq.gz	barco-22-011/barco-22-011_8075f6e9-7427-4080-b836-f4f7dddc6d34_R2.fastq.gz
barco-22-012	barco	Distichlis_palmeri	SON	MX	unknown	-113.4462558	31.2928776	barco-22-012/barco-22-012_bacc354f-0653-40e6-99fc-f9fce1422d37_R1.fastq.gz	barco-22-012/barco-22-012_bacc354f-0653-40e6-99fc-f9fce1422d37_R2.fastq.gz
barco-22-013	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-013/barco-22-013_d9544b9c-195a-4157-b170-ec823c1c937e_R1.fastq.gz	barco-22-013/barco-22-013_d9544b9c-195a-4157-b170-ec823c1c937e_R2.fastq.gz
barco-22-014	barco	Distichlis_palmeri	SON	MX	male	-113.4462558	31.2928776	barco-22-014/barco-22-014_35654a86-df90-48c8-bb68-38b833d8cc97_R1.fastq.gz	barco-22-014/barco-22-014_35654a86-df90-48c8-bb68-38b833d8cc97_R2.fastq.gz
